Target,Text
1,"First of all, I normally know what I get when I watch a movie. And I watched all F&F movies, so it wasn't that surprising. I've waited long to watch F7 'cause the hype was hard and every moron on the street praise the movie like it was the Passion of Christ part 2 plus the radio stations play this f***ing ""see you again"" song up and down. Let me sum it up for you, I hated this movie before I saw it. I put it in my watch-list and thought this would make a good Sunday afternoon movie in the near future.Yesterday was this special Sunday afternoon and my girlfriend suggested this movie. After 10min she was sleeping deep and I was alone with ""the family"". If she was awake we could joke together about the cheesy dialogue, the bad acting (and I looking at you Vin Diesel) and the pointless, very forced story line. I love movies with Dwayne Johnson but he couldn't save anything. I quit after 30min, cause I couldn't take it any more. The Vin Diesel scenes were so awful to watch, he act bad ass as f*** but looked like a sausage in a wife-beater with nearly no expression in his face.I never saw the high praised over-the-top action everybody is talking about but I don't feel like I am missing something. I don't give one star ratings (except this one time I watched 10min of the iZombie pilot-episode), so I scrolled through my ratings and saw my 3-star ratings for A Quantum Solace, Ghost Rider 2 and Transformers 3 and I finished all of them, this must be much worse.So here you got it, 2 stars, horrible movie. If you want to insult your IQ, watch it. If you are a 10-year old boy blackmail your parents to buy this waste of time on bluray, so you can trade it on lunch break for meth or other stuff kids in this age consume nowadays."
1,"apart from the tribute to Paul walker, there was nothing even remotely special about this movie. its a collection of car stunts, lucky accidents and girls in panties. the plot is based on finding Deckard Shaw (jason statham) but he is the one who mysteriously appears every where Dom goes. so why bother retrieving a device to find someone who is already following you. i just can't believe this major flaw in the story. this whole cliché action and useless fighting makes no sense to me. the way they stretched the story just to add another action sequence in Abudabhi is really an insult to story-telling. the hacker gives the godseye to his friend and he conveniently sells it to one individual with whom there could be some high profile action involved with flying cars from one building to another and breaking glasses; all this is completely ridiculous. it may seem like a good movie to the viewers who watch a movie just to watch it; but not a single person who has watched movies with a class would like this movie."
1,"Putrid best describes this 2015 film. The plot is stated in one line and for all purposes, it is quickly forgotten as the film is 100% action packed with never ending sequences of fighting, cars flying through the air, shootings, house explosions, car chases, man versus man and woman versus woman in endless fights. It's just too much to see in nearly 2:15 that the film takes to unravel.As a result of all this, the characters can never be fully realized. They are basically people caught up in this very warfare enduring throughout the film.The film becomes tedious because you want more character interaction other than what I have described above."
1,"Saw an interview yesterday where some people says, that there is something wrong with the system, if Fast & Furious 7 isn't winning an Oscar for Best Picture. NO. This movie is awful! The only reason why it wasn't the worst was because of the excellent practical effects! The acting is really really bad and the movie is overrated because of Pauls death. Yeah he died but a lot of crazy talented actors died too in 2014 like Philip Seymour Hoffman and Robin Williams just too name a few. I hate this movie and I highly recommend that you don't watch the movie.DON'T WATCH THIS MOVIE! IT'S AN AWFUL ONE! IF YOU LIKE TERRIBLE MOVIES WITH BAD ACTING AND DUMB PLOTS, THIS IS FOR YOU."
1,"The recurring themes of so many of the 10 star reviews here should tell you a lot about this movie and its audience. If you can't get through a movie review without tossing in one or more claims that ""THIS movie is so much better and smarter than YOUR superhero movie"" (or even basing your entire review around this premise), then I hate to break it to you, but kid, you're nowhere near as intelligent and grown up as you think you are. This ""my comic publisher is better than yours"" BS should have been left behind on your grade school playground, it has absolutely no relevance to the quality of this movie, and your opinion of this movie should be considered highly suspect if you're in this group.I gotta say, if this movie was also your idea of the most perfect film ever made, you really need to get out more. Look, I get it. If you live in a safe little box where all you watch are superhero movies and mainstream blockbusters then I understand how exposure to themes like this for the first time would seem new and exciting to you, and I think we can all agree that this is probably the best DC Comics related movie in the last decade or so (though that's not a high bar to meet) and of course Joaquin Phoenix is a very talented actor, but stop and take a step back and look at this thing.Joker does indeed present a theme that is of importance to our society, that of the neglect and demonizing of the mentally ill to a degree that sometimes creates monsters which everyone around them should have seen coming a mile away if they hadn't been too busy looking away to avoid feeling uncomfortable. Unfortunately, reminding us all of the fact that this situation still exists is all this movie really has to say. It dances around important subjects like ""HEY KIDS, CLASS INEQUALITY!"", but then never offers any actual insight into them, usually because it's too busy making forced Batman references or dropping cringey little edgy moments like the ""Don't smile"" sign scene which seem to have been designed solely to have something for Hot Topic to print a new t-shirt of. Between that and every single plot twist being telegraphed so very far in advance because a lot of us have seen all these exact same twists so very many times before, I just wasn't impressed.Perhaps if this had been an actual stand-alone movie of its own instead of being shackled by its completely unnecessary ties to the Batman universe it could have done something more interesting with its themes. Don't get me wrong, I don't have any problem with superhero movies, but it just feels so gratuitous here, as if someone came up with this idea, pitched it to an executive, and was told ""sounds great, but can you make it a Batman movie somehow?"", and I'm sorry, but I'm just not into a movie trying to tell me a half-hearted, yet dead-serious speech about mental illness in modern society while simultaneously constantly reminding me that it's technically a superhero movie because $$$"
1,Yes Joaquin's performance is good and the cinematography is pretty but otherwise I do not get all the hype about this movie.Not for a long time have I felt like I would be better off leaving the cinema than staying and getting my money's worth.For something that was supposed to be gritty and real it had a lot of convenient scenes to help push the plot along.Very disappointed.
1,"I thought this movie was complete and utter garbage. I don't understand why people liked this movie so much. The character doesn't even stay true to the comics and the director flat out said it didn't, and then they made it seem like it was part of Gothams fall and he was just a little boy that had a laughing problem... Hated it"
1,Arthur Fleck lives with his invalid mother. He is suffering from mental illness possibly as a result of childhood abuse. Budget cutbacks put an end to his weekly counselling sessions and he goes off his meds. In real life anyone else would quickly become non functioning but he seemingly becomes more normal.Consequently he goes from being a bumbling idiot to a highly skilled criminal. I didn't find that realistic at all. He also starts a hardly believable relationship with his beautiful single mom neighbor.It turns out that was in his imagination but the way it was portrayed made it impossible to tell which scenes were real and which imagined. The scenes with Robert De Niro seem like fantasy but apparently are real.There were many other scenes that defied belief:A random work colleague gave him a loaded handgun for free out of concern for his safety. Same person tried to throw him under a bus at the first sign of trouble.His neighbour left her door unlocked despite the dangerous neighbourhood.He was a suspect in multiple murders yet the cops made little effort to detain him.When he kills his mom in the hospital her ECG doesn't sound an alarm and nobody suspected it was him.Etc.Towards the end of the movie they recreated a scene from the Dark Knight which reminded me that Heath Ledger was 100 times better.I cannot see how the Joker portrayed in this movie could possibly become the Joker we know.
1,"I don't understand the high ratings. I went to the cinema with high expectations, only to discover that the movie was slow as anything and was almost finished before the first killing happened. It was a dreadful time having to wait for something to happen.
But yes, once the movie was finished and I finally walked out, I got the cosmic joke; I was the joker, trusting the reviews and leaving disappointed in disbelief I actually paid for watching it."
1,"Joaquín Phoenix's unconvincing laughing, and looking like a beaten dog had brutaly ennoyed me after 5 minutes.
The world is mean and bad, and you can only be bad and hit back. Chaos, anarchy, whatever .. inspires bye a clown who killed 3 bullies.
More of this stupid excess of brutality in the name of... what?
Yes. It is the same director as in the hangover 3.
I don't want to be a partir of this.
Brutal and boring."
1,Don't waste 2 hours of your life this movie is the baddest i've seen in a long time. Crappy writing and no good storyline...it was boring. I went to the pay counter to ask my money back for the 2 hours of torture...they can't do people like this. And for all the people with 10/10(the reason why i went) you're a  joke.
1,"This film is about mental illness. Specifically, a mental illness called creative diarrhoea. In the film, a band of Hollywood's most insipid producers, writers, directors and other such riffraff suffering from this ailment got together for a group therapy session, in which the therapist, a Hollywood mogul, had them 'let it all out', gathered the refuse and flogged it off for a few hundred million dollars.Seriously though, there is sooo much wrong with this movie. I won't even start with how I knew that a Joker sob story had no hope of (artistic) success, nor with why I went I went to see it anyway. I'll start by pointing out other reviewers' observation that this is not even the Joker. He's not suave, he's not witty, there are no lethal gimmicks, no morbid jokes, no anarchism, and he isn't a criminal mastermind. He's just a loser that goes off on a school shooter streak.Secondly, this is not, as I said earlier, a film about mental illness. It is a mockery of it, cashing in on the increasing awareness about mental health. There is not one concept about psychosis or other mental health problems judiciously explored in the movie (an illness which causes the sufferer to laugh in inappropriate situations? Seriously?!). All you're getting here is a downtrodden loner being subjected to beatings and injustices designed to spark indignation in the viewer, then going off on a murder spree.With regards to the much-praised acting, it's a mystery to me how anyone could have come to a judgement of Phoenix's theatrical achievement based off such an asinine script, because I can't. Not that you should devote an iota of attention to any of these positive reviews, because I'm fairly confident that there is some large-scale review rigging going on.The plot is one dimensional and juvenile, the dialogue as engaging as a monotone nursery rhyme and the character development shallow. There were goofs left right and centre, like revolvers with zero recoil and 8 bullets. Why did Arthur keep dancing? Why did we need to see Arthur fondling himself? Why is he so emaciated? Why so much smoking? I watched so many close-ups of cigarettes burn out it makes me wonder if the film was sponsored by the tobacco industry.The two positives in the movie for me were firstly, the final talk show scene, littered though it was with imperfections like the rest of the movie, which did have me sitting a little less slouched in my seat. Also, there were some interesting theories presented tying the Joker with the Batman.With the bar set so high by The Dark Knight, no director seeking artistic acclaim will go near the Joker for many years to come, maybe ever, but on the other hand, the Joker character has been rendered a boon for Hollywood opportunists, and this is the second time we've seen the character butchered in a low effort high budget money maker. This one will be forgotten quick, but I don't know how long it will be before the Joker himself recovers."
1,"I'm keeping it short, the movie sucks.Yes, I know there's a need to build character and crap, and I think it's important for any good movie.Same goes with this, I get it Joker was a troubled man, I get his frustration, but I don't need 2 hours of the movie telling me the same crap over and over again.Give the guy an Oscar for performance but throw this movie into the trash right after."
1,"I don't write a lot of reviews but I felt compelled to do this if only just to put in writing the thoughts in my head..that apparently are a lot different from the thoughts in quite a few other people's heads when it comes to the perception of this movie.First, in order for you to understand mine or anybody else's critique of this movie, you absolutely need to have seen all of the following movies:
Alfred Hitchcock's Psycho
King of Comedy
Fight Club
Taxi Driver
Dark Knight Trilogy
Dog Day AfternoonSo let's do a somewhat categorized approach beginning with the obvious....Acting: JP does a great job purely as an immersive method actor. He gives it his all and for that he deserves accolades. The few areas where he falters with overacting are actually the fault of the director and the editor for keeping those scenes in, since the scenes itself were repetitive and could have been taken out. The other actors do their job competently. Wait, there were other actors? Yes, there were ! Plenty of poorly written, poorly characterised shell characters that gave the artists no real scope to perform given that their combined screen time was 10%! DeNiro was wasted completely.Casting: Just because JP did a stellar job does not means he was ideal for the role. Sure, if we take the 'Joker' aspect of it away, then he fits perfectly as a traumatized, declining man. But this is a JOKER origin story, and for THAT, Joaquin is too old! The timelines just don't make sense. The young Bruce Wayne as shown will become Batman after a good 20 years (remember Bruce was a successful older business tycoon before he became Batman) So by that time, this upper-middle aged Joker will be in his 70s? Come on now.
Zazie yas potential but was not given much to do. She did a good job. A legend like DeNiro should have never accepted such a poorly etched caricature role of Murray Franklin.Character development: Whoa. All the sheep are talking about this and how 'masterful' it was. Look at the movies I have listed above and you will see how much has been copied from them in bits and pieces and jumbled together. Do people forget that at the very start of the movie he was mentally unstable and on seven medications? So his decline from that into a psychotic killer isnt that steep.
The inaccuracies are plenty as well.
Yes, a person can decline in morality, social adaptibility, schizophrenia etc.... however, a person CANNOT suddenly become MORE intelligent. So how does this person who is depicted as a bumbling fool continuously evolve into a sophisticated well-planned killer and eventually become into the character known as the Joker who was a masterful villain?The laugh: The real Joker is supposed to laugh because he is a cruel and vicious monster and he laughs at his own jokes which are actually quite witty and also laughs at death and the misery he is causing, INTENTIONALLY!! The Joker in this movie laughs because he has a mental disorder and laughs involuntarily?? What the hell.? That deviation alone should make the movie ineligible to be called Joker ..from DC comics. It's simply NOT true to the character.Story and script flaws : Some already mentioned above. No matter what the lack of funding, patients with mental disorders never ever have their medications taken away, no matter which department shuts down. This has been the case for decades. Even less wealthy countries dont do that.
How does a guy give him a loaded gun for free to protect himself and then screw him over just like that?Music: Some the older songs were cleverly placed. The score was excellent in its quality however the placement of the music was highly manipulative in order to create a faux dark snd suspeseful aura. If I show you a video of starving children and play melancholy piano violin pieces in the background, you will cry too! Emotional manipulation through clever musical score placement is an old, old trick but the shameless overuse of it in this movie was akin to 70's shock horror flicks.Direction: All over the place. Todd Philips is trying to be Hitchcock, Scorcese, and Nolan combined and he is not even remotely close to any of them. He steals heavily from their styles but whenever someone does that it almost always creates botched pacing and repetitiveness of scenes, and oh yeah, there is plenty of that.Story: There is no real plot or story. The key turning points are weak. Even IF for the sake of argument the government takes the medications away from a person with a mental disorder, uh...hello, that person will get worse and out of control, but in this movie he gets smarter and more cunning and calculated? Not possible! The link to Thomas Wayne as his dad was a cheap shot. And how convenient of him to find such a properly thought out letter from his mom who is supposed to be crazy but wrote this very sensible letter that is of such importance, and then forgot to mail it! Haha I was rolling my eyes so hard my eyeballs hurt.The so-called 'social commentary' : Contrived and oh-so #fake anti-capitalist message. Oh, those rich people behind their iron gates are oh so bad. Boo hoo.. let's protest and riot and life will be so much better! What a sad attempt at cashing in on anti-Trump sentiment. And Oh, the irony. Rich people are bad but thank you Sheep, we are gonna cash out big on this movie... You want to see a real social commentary far far ahead of it's time? Watch The Truman Show.
The sad pathetic irony of the causes of this 'unrest' is sickening. Oh look at this guy. Living in an American city, has an apartment, has free medical care, has A JOB..how many people in the world would die just to have that! But oh look at him, he gets bullied, beat up a bit, (rightfully) fired from a job..(but could have easily worked for a fast food or cafe till his comedian act worked)....but oh no no no, THIS is the limit! Down with the rich, let's kill em all. Let people pay their hard earned money to watch this, while we laugh all the way to the bank and the truly poor people in the world be like 'wtf just happened?'.Marketing and hype: Wow. I mean really wow. This is a modern day epic example of socially manipulated and engineered mass-hype opinion manipulation. Word of mouth is sometimes beneficial, sometimes not. Remember, gossip and rumors also are a form of Word of mouth. When five of your friends say that a film is a masterpiece, most are going to say that they thought so too, for fear of being ridiculed as someone who is not savvy enough to understand such 'deep' movies.The other thing is that the comic theme will draw a relatively younger audience as well, many of whom have not seen the above listed movies to catch what I call plagiarism (but if he wants to call it a tribute, even then it's a botched one.) And these folks will flood social media with hyperbole terminology. Epic. Genius. Masterpiece. Legendary. Achivement...yawn, did I miss any?
And so on and on the hype train will go till we are past the Oscars and award season of fake oohs and aaahs and speeches about this pseudo-deep movie. JP should get the award mainly for effort and because he has poor competition this year, but that's about it as far as deserving-ness.Many have already questioned how this movie had literally thousands of rated 10 reviews on this site even before its premiere? Hmm....I say hmm..But whatever. If that's the way the modern game is played then fine. It is ultimately up to the people.
As Shakespeare should have said, ""To be or not to be Sheep, that is the question"""
